Pid Tid Torder Res Dcls Did Bname Time htime Correct Ans Key ec1 ec2 ec3 ec4 ec5 ec6 ec7 stereo
2 4 97 3 1 2 CG 113.53 0.74 0 0 1 288.146962 12.858325 25 0 0 0 0 2
2 4 98 5 1 5 ILF 28.69 0.62 1 1 1 73.594312 33.082050 51 0 0 0 0 2
2 4 99 1 1 4 IFO 12.00 0.70 1 1 1 47.930404 28.643363 108 0 0 0 0 2
2 4 100 2 1 3 CC 8.08 0.57 0 0 1 53.517552 22.274492 67 0 0 0 0 2
2 4 101 4 3 5 ILF 3.06 0.74 1 1 1 129.710223 31.030433 12 0 0 0 0 2
2 4 102 3 3 2 CG 15.44 2.88 1 1 1 7.151275 15.378211 6 0 0 0 0 2
2 4 103 5 3 1 CST 5.12 0.33 1 1 1 48.229705 17.130037 16 0 0 0 0 2
2 4 104 1 3 3 CC 12.76 0.94 0 0 1 477.027293 25.548269 25 0 0 0 0 2
2 4 105 2 3 4 IFO 3.46 0.95 1 1 1 43.040186 29.424624 17 0 0 0 0 2
2 4 106 4 3 5 ILF 2.19 0.66 1 1 1 74.826481 33.082050 14 0 0 0 0 2
2 4 107 3 3 2 CG 5.36 0.73 0 0 1 84.16965 12.858325 8 0 0 0 0 2
2 4 108 5 3 1 CST 3.29 0.86 1 1 1 52.64529 25.123905 18 0 0 0 0 2
2 4 109 1 3 3 CC 10.03 0.61 1 1 1 54.257379 22.274492 81 0 0 0 0 2
2 4 110 2 3 4 IFO 2.31 0.75 1 1 1 90.975548 28.643362 38 0 0 0 0 2
2 4 111 4 2 5 ILF 5.37 0.57 0 0 1 459.755091 31.030435 44 0 0 0 0 2
2 4 112 3 2 4 IFO 3.80 0.88 1 1 1 47.489807 29.424623 25 0 0 0 0 2
2 4 113 5 2 3 CC 5.06 0.78 0 0 1 569.938445 25.548268 31 0 0 0 0 2
2 4 114 1 2 1 CST 5.98 0.53 0 0 1 245.272142 17.130037 136 0 0 0 0 2
2 4 115 2 2 2 CG 10.44 0.55 0 0 1 248.518311 15.378211 37 0 0 0 0 2
2 4 116 4 2 5 ILF 6.16 1.30 0 0 1 460.91469 33.082050 31 0 0 0 0 2
2 4 117 3 2 4 IFO 9.30 0.90 0 0 1 175.094681 28.643363 58 0 0 0 0 2
2 4 118 5 2 1 CST 6.25 0.86 0 0 1 235.528921 25.123904 58 0 0 0 0 2
2 4 119 1 2 2 CG 9.40 0.31 0 0 1 214.62907 12.858325 58 0 0 0 0 2
2 4 120 2 2 3 CC 3.27 0.51 0 0 1 209.577902 22.274493 67 0 0 0 0 2
2 5 121 4 1 2 CG 9.71 3.19 1 1 1 11 4 0 0 0 0 0 2
2 5 122 3 1 5 ILF 9.60 0.98 1 1 1 30 15 0 0 0 0 0 2
2 5 123 5 1 4 IFO 6.89 1.93 1 2 2 9 4 0 0 0 0 0 2
2 5 124 1 1 1 CST 6.69 1.60 1 1 1 67 34 0 0 0 0 0 2
2 5 125 2 1 3 CC 6.61 1.04 1 1 1 82 41 0 0 0 0 0 2
2 5 126 4 1 4 IFO 3.58 1.27 0 1 2 13 5 0 0 0 0 0 2
2 5 127 3 1 5 ILF 8.88 1.47 0 1 2 29 14 0 0 0 0 0 2
2 5 128 5 1 2 CG 4.07 1.89 1 2 2 4 2 0 0 0 0 0 2
2 5 129 1 1 3 CC 3.53 0.97 1 1 1 86 43 0 0 0 0 0 2
2 5 130 2 1 1 CST 2.89 1.14 1 1 1 38 19 0 0 0 0 0 2
2 5 131 4 3 1 CST 6.55 1.16 0 2 1 27 14 0 0 0 0 0 2
2 5 132 3 3 3 CC 3.03 1.22 1 1 1 36 18 0 0 0 0 0 2
2 5 133 5 3 5 ILF 2.98 1.60 1 2 2 12 6 0 0 0 0 0 2
2 5 134 1 3 4 IFO 3.43 1.03 1 1 1 25 12 0 0 0 0 0 2
2 5 135 2 3 2 CG 3.55 1.25 1 1 1 14 6 0 0 0 0 0 2
2 5 136 4 3 4 IFO 4.05 1.50 1 2 2 13 6 0 0 0 0 0 2
2 5 137 3 3 2 CG 13.15 1.22 1 2 2 9 5 0 0 0 0 0 2
2 5 138 5 3 5 ILF 3.31 1.03 1 2 2 12 6 0 0 0 0 0 2
2 5 139 1 3 3 CC 5.72 1.06 1 1 1 26 13 0 0 0 0 0 2
2 5 140 2 3 1 CST 4.02 1.41 1 1 1 37 19 0 0 0 0 0 2
2 5 141 4 2 5 ILF 4.09 0.95 1 1 1 16 8 0 0 0 0 0 2
2 5 142 3 2 4 IFO 3.64 0.54 0 2 1 17 7 0 0 0 0 0 2
2 5 143 5 2 2 CG 3.07 1.17 1 2 2 7 3 0 0 0 0 0 2
2 5 144 1 2 1 CST 13.40 10.11 1 1 1 76 38 0 0 0 0 0 2
2 5 145 2 2 3 CC 30.22 1.43 1 1 1 82 41 0 0 0 0 0 2
2 5 146 4 2 4 IFO 7.06 1.07 0 1 2 13 5 0 0 0 0 0 2
2 5 147 3 2 3 CC 4.20 1.66 1 2 2 47 24 0 0 0 0 0 2
2 5 148 5 2 1 CST 6.18 2.90 1 2 2 17 9 0 0 0 0 0 2
2 5 149 1 2 2 CG 2.97 1.27 1 1 1 13 6 0 0 0 0 0 2
2 5 150 2 2 5 ILF 13.54 0.89 1 1 1 31 14 0 0 0 0 0 2
2 6 151 4 1 2 CG 14.46 2.67 1 2 2 4 2 0 0 0 0 0 2
2 6 152 3 1 1 CST 11.33 1.12 1 1 1 3 3 0 0 0 0 0 2
2 6 153 5 1 3 CC 5.69 2.73 1 2 2 5 1 0 0 0 0 0 2
2 6 154 1 1 4 IFO 3.57 3.57 1 2 2 1 5 0 0 0 0 0 2
2 6 155 2 1 5 ILF 4.90 1.25 0 1 2 2 3 0 0 0 0 0 2
2 6 156 4 1 2 CG 4.52 3.24 0 1 2 4 5 0 0 0 0 0 2
2 6 157 3 1 1 CST 2.86 2.86 1 2 2 3 2 0 0 0 0 0 2
2 6 158 5 1 5 ILF 3.09 3.09 1 2 2 5 1 0 0 0 0 0 2
2 6 159 1 1 4 IFO 3.83 1.32 1 2 2 1 3 0 0 0 0 0 2
2 6 160 2 1 3 CC 3.05 3.05 1 2 2 2 5 0 0 0 0 0 2
2 6 161 4 3 1 CST 2.41 1.12 1 2 2 4 1 0 0 0 0 0 2
2 6 162 3 3 4 IFO 4.09 1.24 0 1 2 3 2 0 0 0 0 0 2
2 6 163 5 3 3 CC 3.70 1.50 0 1 2 5 4 0 0 0 0 0 2
2 6 164 1 3 2 CG 2.21 1.38 1 2 2 1 4 0 0 0 0 0 2
2 6 165 2 3 5 ILF 3.56 1.16 1 2 2 2 1 0 0 0 0 0 2
2 6 166 4 3 2 CG 3.01 2.34 1 2 2 4 3 0 0 0 0 0 2
2 6 167 3 3 5 ILF 6.10 3.20 0 1 2 3 2 0 0 0 0 0 2
2 6 168 5 3 1 CST 3.12 1.47 1 1 1 5 5 0 0 0 0 0 2
2 6 169 1 3 3 CC 2.57 2.16 1 2 2 1 3 0 0 0 0 0 2
2 6 170 2 3 4 IFO 2.31 1.31 1 1 1 2 2 0 0 0 0 0 2
2 6 171 4 2 2 CG 3.79 1.49 1 2 2 4 5 0 0 0 0 0 2
2 6 172 3 2 5 ILF 3.22 1.31 0 1 2 3 2 0 0 0 0 0 2
2 6 173 5 2 1 CST 5.09 1.77 0 1 2 5 4 0 0 0 0 0 2
2 6 174 1 2 3 CC 4.17 1.83 1 1 1 1 1 0 0 0 0 0 2
2 6 175 2 2 4 IFO 3.72 3.08 0 1 2 2 1 0 0 0 0 0 2
2 6 176 4 2 2 CG 3.45 3.45 1 2 2 4 1 0 0 0 0 0 2
2 6 177 3 2 1 CST 4.53 1.86 1 2 2 3 5 0 0 0 0 0 2
2 6 178 5 2 4 IFO 3.40 1.70 0 2 1 5 5 0 0 0 0 0 2
2 6 179 1 2 5 ILF 3.94 1.11 0 1 2 1 2 0 0 0 0 0 2
2 6 180 2 2 3 CC 3.59 3.59 1 1 1 2 2 0 0 0 0 0 2
3 1 1 2 1 5 ILF 9.12 2.64 1 2 2 0.129639 0.377472 102 0.247833 164 0.020541 0.007022 2
3 1 2 5 1 1 CST 17.71 4.57 0 2 3 0.051086 0.206575 27 0.257661 75 0.005756 0.005930 2
3 1 3 4 1 2 CG 26.85 2.12 1 2 2 0.013783 0.226457 33 0.212674 36 0.007923 0.005000 2
3 1 4 3 1 4 IFO 10.68 1.91 1 3 3 0.104282 0.205176 64 0.309458 67 0.004429 0.010457 2
3 1 5 1 1 3 CC 28.72 1.24 1 3 3 0.062821 0.323040 125 0.385861 207 0.015039 0.023545 2
3 1 6 2 1 3 CC 24.65 2.21 1 2 2 0.165807 0.345571 97 0.179764 52 0.008742 0.003362 2
3 1 7 5 1 1 CST 21.44 1.54 1 2 2 0.076381 0.295351 25 0.218970 19 0.007229 0.011633 2
3 1 8 4 1 5 ILF 12.25 1.82 1 2 2 0.126348 0.385617 30 0.259270 43 0.016330 0.002925 2
3 1 9 3 1 4 IFO 15.18 1.98 1 3 3 0.105735 0.217708 54 0.323443 79 0.006870 0.012347 2
3 1 10 1 1 2 CG 12.57 1.44 1 2 2 0.056719 0.247650 155 0.190931 105 0.011519 0.004733 2
3 1 11 2 3 2 CG 8.91 1.69 1 2 2 0.019827 0.211470 20 0.191642 11 0.005612 0.002530 2
3 1 12 5 3 3 CC 11.15 1.33 1 3 3 0.059562 0.343223 30 0.402785 42 0.014934 0.021874 2
3 1 13 4 3 5 ILF 13.72 1.69 1 2 2 0.174568 0.468940 10 0.294372 14 0.010528 0.002093 2
3 1 14 3 3 4 IFO 17.05 1.51 1 3 3 0.085497 0.200806 31 0.286302 13 0.002749 0.010621 2
3 1 15 1 3 1 CST 27.13 2.86 1 3 3 0.066095 0.178624 74 0.244718 98 0.003387 0.005087 2
3 1 16 2 3 4 IFO 7.58 1.61 1 3 3 0.032155 0.234408 20 0.266563 15 0.005980 0.007915 2
3 1 17 5 3 1 CST 13.85 0.92 1 2 2 0.054925 0.328146 8 0.273221 11 0.004657 0.024686 2
3 1 18 4 3 2 CG 8.86 1.65 1 2 2 0.160786 0.286801 2 0.126015 1 0.004157 0.000450 2
3 1 19 3 3 5 ILF 6.00 1.73 1 2 2 0.206989 0.481930 14 0.274942 25 0.014262 0.000881 2
3 1 20 1 3 3 CC 22.28 1.41 1 2 2 0.189959 0.377030 84 0.187071 47 0.007876 0.005065 2
3 1 21 2 2 5 ILF 9.84 1.65 1 2 2 0.129267 0.377195 103 0.247928 165 0.020544 0.007029 2
3 1 22 5 2 4 IFO 11.36 1.95 1 3 3 0.140878 0.183878 24 0.324756 29 0.002436 0.006698 2
3 1 23 4 2 3 CC 11.18 2.02 1 3 3 0.114139 0.323851 58 0.437990 74 0.013345 0.024339 2
3 1 24 3 2 2 CG 47.81 1.40 0 2 3 0.013484 0.202115 38 0.215599 55 0.004536 0.007176 2
3 1 25 1 2 1 CST 15.21 1.45 0 2 3 0.041798 0.198220 178 0.240018 42 0.004948 0.004738 2
3 1 26 2 2 4 IFO 11.53 1.00 1 3 3 0.117011 0.213336 99 0.330347 95 0.007340 0.010373 2
3 1 27 5 2 5 ILF 8.91 1.43 1 2 2 0.127394 0.393719 19 0.266324 31 0.016644 0.002645 2
3 1 28 4 2 1 CST 20.54 2.27 1 3 3 0.020157 0.323999 4 0.344157 11 0.003353 0.016233 2
3 1 29 3 2 2 CG 8.54 2.28 1 2 2 0.051473 0.256576 75 0.205104 49 0.013524 0.005836 2
3 1 30 1 2 3 CC 18.54 2.06 1 2 2 0.174710 0.347192 147 0.172482 79 0.008434 0.002858 2
3 2 31 2 1 4 IFO 55.13 1.35 0 1 2 17 0 0 0 0 0 0 2
3 2 32 5 1 5 ILF 23.78 1.34 0 2 3 7 0 0 0 0 0 0 2
3 2 33 4 1 3 CC 26.50 2.38 0 1 3 8 0 0 0 0 0 0 2
3 2 34 3 1 1 CST 38.26 0.87 1 3 3 22 0 0 0 0 0 0 2
3 2 35 1 1 2 CG 23.69 1.86 1 1 1 21 0 0 0 0 0 0 2
3 2 36 2 1 2 CG 6.88 1.50 1 2 2 8 0 0 0 0 0 0 2
3 2 37 5 1 3 CC 19.62 1.56 1 1 1 10 0 0 0 0 0 0 2
3 2 38 4 1 5 ILF 38.42 1.04 1 2 2 10 0 0 0 0 0 0 2
3 2 39 3 1 4 IFO 38.15 1.36 1 3 3 6 0 0 0 0 0 0 2
3 2 40 1 1 1 CST 30.46 2.04 1 2 2 62 0 0 0 0 0 0 2
3 2 41 2 3 5 ILF 15.94 7.13 1 2 2 15 0 0 0 0 0 0 2
3 2 42 5 3 1 CST 22.49 1.62 1 2 2 9 0 0 0 0 0 0 2
3 2 43 4 3 2 CG 8.52 1.94 1 1 1 4 0 0 0 0 0 0 2
3 2 44 3 3 4 IFO 30.34 1.50 1 3 3 13 0 0 0 0 0 0 2
3 2 45 1 3 3 CC 28.96 1.26 0 1 3 22 0 0 0 0 0 0 2
3 2 46 2 3 5 ILF 10.80 0.74 1 2 2 18 0 0 0 0 0 0 2
3 2 47 5 3 4 IFO 21.98 1.10 1 3 3 4 0 0 0 0 0 0 2
3 2 48 4 3 3 CC 16.84 1.38 1 3 3 12 0 0 0 0 0 0 2
3 2 49 3 3 2 CG 5.94 2.26 1 2 2 5 0 0 0 0 0 0 2
3 2 50 1 3 1 CST 19.63 1.23 1 2 2 62 0 0 0 0 0 0 2
3 2 51 2 2 2 CG 18.18 1.07 1 2 2 13 0 0 0 0 0 0 2
3 2 52 5 2 1 CST 14.35 1.63 1 2 2 9 0 0 0 0 0 0 2
3 2 53 4 2 5 ILF 54.92 1.78 1 2 2 9 0 0 0 0 0 0 2
3 2 54 3 2 3 CC 63.12 1.30 1 1 1 11 0 0 0 0 0 0 2
3 2 55 1 2 4 IFO 79.22 2.53 1 3 3 24 0 0 0 0 0 0 2
3 2 56 2 2 1 CST 22.65 2.64 1 2 2 40 0 0 0 0 0 0 2
3 2 57 5 2 3 CC 25.02 1.52 0 2 1 10 0 0 0 0 0 0 2
3 2 58 4 2 2 CG 6.01 1.79 1 1 1 5 0 0 0 0 0 0 2
3 2 59 3 2 4 IFO 21.55 2.51 1 3 3 6 0 0 0 0 0 0 2
3 2 60 1 2 5 ILF 77.57 2.05 1 2 2 24 0 0 0 0 0 0 2
3 3 61 2 1 2 CG 8.17 3.30 1 2 2 33 0 0 0 0 0 0 2
3 3 62 5 1 3 CC 4.86 3.21 1 3 3 19 0 0 0 0 0 0 2
3 3 63 4 1 1 CST 12.80 1.14 1 1 1 57 0 0 0 0 0 0 2
3 3 64 3 1 4 IFO 17.25 10.34 1 4 4 19 0 0 0 0 0 0 2
3 3 65 1 1 5 ILF 23.53 3.18 1 5 5 31 0 0 0 0 0 0 2
3 3 66 2 1 4 IFO 8.87 0.95 1 4 4 29 0 0 0 0 0 0 2
3 3 67 5 1 3 CC 7.99 5.35 1 3 3 73 0 0 0 0 0 0 2
3 3 68 4 1 5 ILF 18.31 1.44 1 5 5 18 0 0 0 0 0 0 2
3 3 69 3 1 1 CST 11.26 2.25 1 1 1 55 0 0 0 0 0 0 2
3 3 70 1 1 2 CG 4.47 1.92 1 2 2 44 0 0 0 0 0 0 2
3 3 71 2 3 2 CG 4.08 1.27 1 2 2 33 0 0 0 0 0 0 2
3 3 72 5 3 5 ILF 9.36 1.58 1 5 5 11 0 0 0 0 0 0 2
3 3 73 4 3 1 CST 11.34 1.67 1 1 1 57 0 0 0 0 0 0 2
3 3 74 3 3 4 IFO 11.39 0.83 1 4 4 23 0 0 0 0 0 0 2
3 3 75 1 3 3 CC 8.91 1.12 1 3 3 60 0 0 0 0 0 0 2
3 3 76 2 3 2 CG 2.15 1.09 1 2 2 33 0 0 0 0 0 0 2
3 3 77 5 3 1 CST 11.95 1.29 1 1 1 10 0 0 0 0 0 0 2
3 3 78 4 3 3 CC 6.16 1.74 1 3 3 124 0 0 0 0 0 0 2
3 3 79 3 3 4 IFO 7.37 1.26 1 4 4 23 0 0 0 0 0 0 2
3 3 80 1 3 5 ILF 6.20 1.17 1 5 5 38 0 0 0 0 0 0 2
3 3 81 2 2 2 CG 5.27 2.59 1 2 2 33 0 0 0 0 0 0 2
3 3 82 5 2 1 CST 7.46 1.66 1 1 1 26 0 0 0 0 0 0 2
3 3 83 4 2 5 ILF 25.40 1.34 1 5 5 14 0 0 0 0 0 0 2
3 3 84 3 2 4 IFO 17.03 1.19 1 4 4 19 0 0 0 0 0 0 2
3 3 85 1 2 3 CC 8.57 1.29 1 3 3 60 0 0 0 0 0 0 2
3 3 86 2 2 1 CST 6.58 1.09 1 1 1 97 0 0 0 0 0 0 2
3 3 87 5 2 4 IFO 17.90 1.42 1 4 4 11 0 0 0 0 0 0 2
3 3 88 4 2 3 CC 4.43 1.22 1 3 3 125 0 0 0 0 0 0 2
3 3 89 3 2 2 CG 4.26 1.54 1 2 2 21 0 0 0 0 0 0 2
3 3 90 1 2 5 ILF 15.75 2.13 1 5 5 38 0 0 0 0 0 0 2
3 4 91 2 1 5 ILF 56.85 1.61 1 1 1 64.70595 31.030435 132 0 0 0 0 2
3 4 92 5 1 4 IFO 40.63 1.30 1 1 1 44.203304 29.424623 11 0 0 0 0 2
3 4 93 4 1 2 CG 83.34 0.66 0 0 1 231.972474 15.378211 29 0 0 0 0 2
3 4 94 3 1 3 CC 19.84 0.69 1 1 1 17.405172 25.548269 85 0 0 0 0 2
3 4 95 1 1 1 CST 52.64 1.42 0 0 1 351.242879 17.130037 146 0 0 0 0 2
3 4 96 2 1 4 IFO 16.42 1.26 1 1 1 50.447952 28.643363 74 0 0 0 0 2
3 4 97 5 1 1 CST 48.36 1.05 1 1 1 61.525308 25.123905 53 0 0 0 0 2
3 4 98 4 1 3 CC 6.71 1.02 0 0 1 85.676885 22.274493 27 0 0 0 0 2
3 4 99 3 1 2 CG 15.31 1.05 1 1 1 48.414778 12.858325 25 0 0 0 0 2
3 4 100 1 1 5 ILF 33.08 1.27 0 0 1 315.902084 33.082050 315 0 0 0 0 2
3 4 101 2 3 2 CG 6.87 0.72 0 0 1 61.890687 15.378211 7 0 0 0 0 2
3 4 102 5 3 1 CST 6.06 1.16 1 1 1 37.601309 17.130037 16 0 0 0 0 2
3 4 103 4 3 4 IFO 5.02 1.41 1 1 1 51.794778 29.424624 13 0 0 0 0 2
3 4 104 3 3 5 ILF 3.90 1.23 0 0 1 224.425374 31.030435 23 0 0 0 0 2
3 4 105 1 3 3 CC 53.23 0.91 0 0 1 492.928162 25.548269 25 0 0 0 0 2
3 4 106 2 3 3 CC 9.27 1.03 1 1 1 70.167299 22.274494 61 0 0 0 0 2
3 4 107 5 3 2 CG 3.58 1.79 0 0 1 93.589539 14.605761 3 0 0 0 0 2
3 4 108 4 3 1 CST 3.83 0.81 1 1 1 86.895525 25.123905 45 0 0 0 0 2
3 4 109 3 3 5 ILF 2.24 0.46 1 1 1 132.548359 33.082047 25 0 0 0 0 2
3 4 110 1 3 4 IFO 4.36 1.08 1 1 1 94.831483 28.643363 49 0 0 0 0 2
3 4 111 2 2 1 CST 82.08 0.57 0 0 1 317.76864 17.130037 91 0 0 0 0 2
3 4 112 5 2 2 CG 85.68 1.12 1 1 1 55.402093 15.378211 8 0 0 0 0 2
3 4 113 4 2 4 IFO 25.36 0.69 1 1 1 75.015327 29.424623 24 0 0 0 0 2
3 4 114 3 2 5 ILF 125.78 1.32 1 1 1 152.611963 31.030435 40 0 0 0 0 2
3 4 115 1 2 3 CC 10.81 1.18 1 1 1 23.523836 25.548268 140 0 0 0 0 2
3 4 116 2 2 3 CC 11.52 1.03 0 0 1 72.480768 22.274493 67 0 0 0 0 2
3 4 117 5 2 2 CG 110.60 0.83 0 0 1 535.002076 12.858325 7 0 0 0 0 2
3 4 118 4 2 4 IFO 12.08 0.94 1 1 1 65.887956 28.643363 37 0 0 0 0 2
3 4 119 3 2 5 ILF 14.82 0.70 1 1 1 62.041903 33.082050 52 0 0 0 0 2
3 4 120 1 2 1 CST 56.36 1.08 1 1 1 20.788021 25.123904 408 0 0 0 0 2
3 5 121 2 1 5 ILF 12.06 1.59 1 2 2 30 14 0 0 0 0 0 2
3 5 122 5 1 4 IFO 9.29 0.89 1 2 2 9 4 0 0 0 0 0 2
3 5 123 4 1 2 CG 2.47 1.02 1 2 2 11 4 0 0 0 0 0 2
3 5 124 3 1 1 CST 5.55 1.44 1 2 2 26 13 0 0 0 0 0 2
3 5 125 1 1 3 CC 33.03 1.95 1 1 1 137 69 0 0 0 0 0 2
3 5 126 2 1 4 IFO 12.87 0.98 1 1 1 18 8 0 0 0 0 0 2
3 5 127 5 1 2 CG 10.24 0.88 1 1 1 4 2 0 0 0 0 0 2
3 5 128 4 1 5 ILF 5.48 0.77 1 2 2 18 9 0 0 0 0 0 2
3 5 129 3 1 1 CST 8.21 1.60 1 2 2 38 19 0 0 0 0 0 2
3 5 130 1 1 3 CC 11.72 1.98 1 1 1 86 43 0 0 0 0 0 2
3 5 131 2 3 1 CST 4.63 1.77 1 2 2 52 26 0 0 0 0 0 2
3 5 132 5 3 4 IFO 4.73 0.90 1 2 2 9 4 0 0 0 0 0 2
3 5 133 4 3 3 CC 5.32 1.49 1 2 2 10 5 0 0 0 0 0 2
3 5 134 3 3 5 ILF 4.89 3.53 1 2 2 25 12 0 0 0 0 0 2
3 5 135 1 3 2 CG 5.47 1.12 1 1 1 26 13 0 0 0 0 0 2
3 5 136 2 3 4 IFO 15.19 0.86 1 1 1 18 9 0 0 0 0 0 2
3 5 137 5 3 5 ILF 9.77 1.94 1 1 1 12 6 0 0 0 0 0 2
3 5 138 4 3 1 CST 4.49 1.70 1 2 2 17 9 0 0 0 0 0 2
3 5 139 3 3 3 CC 4.10 0.74 1 2 2 23 12 0 0 0 0 0 2
3 5 140 1 3 2 CG 6.66 0.93 1 1 1 13 6 0 0 0 0 0 2
3 5 141 2 2 3 CC 6.68 3.66 1 2 2 82 41 0 0 0 0 0 2
3 5 142 5 2 2 CG 2.96 1.60 1 2 2 7 3 0 0 0 0 0 2
3 5 143 4 2 5 ILF 3.94 1.98 1 2 2 16 8 0 0 0 0 0 2
3 5 144 3 2 4 IFO 11.00 2.01 1 2 2 17 7 0 0 0 0 0 2
3 5 145 1 2 1 CST 10.96 1.13 1 1 1 76 38 0 0 0 0 0 2
3 5 146 2 2 4 IFO 16.47 1.44 1 1 1 18 8 0 0 0 0 0 2
3 5 147 5 2 3 CC 4.76 2.32 1 1 1 29 15 0 0 0 0 0 2
3 5 148 4 2 2 CG 2.87 0.69 1 2 2 6 3 0 0 0 0 0 2
3 5 149 3 2 5 ILF 4.56 0.84 1 2 2 29 14 0 0 0 0 0 2
3 5 150 1 2 1 CST 8.89 1.94 1 1 1 61 31 0 0 0 0 0 2
3 6 151 2 1 2 CG 24.35 1.92 1 2 2 2 5 0 0 0 0 0 2
3 6 152 5 1 1 CST 14.67 1.43 1 2 2 5 3 0 0 0 0 0 2
3 6 153 4 1 4 IFO 6.54 2.18 1 2 2 4 2 0 0 0 0 0 2
3 6 154 3 1 3 CC 26.06 1.44 0 1 2 3 1 0 0 0 0 0 2
3 6 155 1 1 5 ILF 18.83 2.23 0 1 2 1 3 0 0 0 0 0 2
3 6 156 2 1 5 ILF 9.41 1.78 0 1 2 2 1 0 0 0 0 0 2
3 6 157 5 1 4 IFO 11.54 1.62 1 2 2 5 2 0 0 0 0 0 2
3 6 158 4 1 2 CG 11.04 2.51 1 1 1 4 4 0 0 0 0 0 2
3 6 159 3 1 3 CC 8.88 0.93 1 1 1 3 3 0 0 0 0 0 2
3 6 160 1 1 1 CST 35.55 2.37 0 1 2 1 2 0 0 0 0 0 2
3 6 161 2 3 4 IFO 7.78 1.60 1 2 2 2 5 0 0 0 0 0 2
3 6 162 5 3 1 CST 7.73 1.79 1 2 2 5 4 0 0 0 0 0 2
3 6 163 4 3 5 ILF 5.37 2.05 1 2 2 4 1 0 0 0 0 0 2
3 6 164 3 3 2 CG 6.97 1.24 1 1 1 3 3 0 0 0 0 0 2
3 6 165 1 3 3 CC 8.36 1.83 1 2 2 1 5 0 0 0 0 0 2
3 6 166 2 3 3 CC 8.05 2.75 0 1 2 2 1 0 0 0 0 0 2
3 6 167 5 3 1 CST 7.90 1.76 1 2 2 5 4 0 0 0 0 0 2
3 6 168 4 3 4 IFO 20.19 2.91 0 1 2 4 5 0 0 0 0 0 2
3 6 169 3 3 2 CG 5.01 2.49 1 1 1 3 3 0 0 0 0 0 2
3 6 170 1 3 5 ILF 7.79 2.30 1 2 2 1 5 0 0 0 0 0 2
3 6 171 2 2 2 CG 8.02 2.01 1 1 1 2 2 0 0 0 0 0 2
3 6 172 5 2 5 ILF 5.41 2.44 1 1 1 5 5 0 0 0 0 0 2
3 6 173 4 2 3 CC 9.42 3.46 0 1 2 4 3 0 0 0 0 0 2
3 6 174 3 2 4 IFO 10.37 5.43 0 1 2 3 2 0 0 0 0 0 2
3 6 175 1 2 1 CST 12.86 1.86 0 1 2 1 2 0 0 0 0 0 2
3 6 176 2 2 2 CG 15.62 1.92 0 1 2 2 3 0 0 0 0 0 2
3 6 177 5 2 5 ILF 8.36 1.61 1 2 2 5 1 0 0 0 0 0 2
3 6 178 4 2 3 CC 6.37 2.09 1 2 2 4 1 0 0 0 0 0 2
3 6 179 3 2 4 IFO 21.94 4.37 1 2 2 3 5 0 0 0 0 0 2
3 6 180 1 2 1 CST 26.41 1.54 0 1 2 1 3 0 0 0 0 0 2
4 1 1 1 1 2 CG 25.20 4.85 1 1 1 0.000173 0.200168 52 0.199995 93 0.005188 0.005497 2
4 1 2 4 1 5 ILF 13.26 2.74 1 2 2 0.135138 0.382347 39 0.247209 69 0.017320 0.005977 2
4 1 3 2 1 4 IFO 8.00 1.86 1 3 3 0.094432 0.205555 88 0.299987 93 0.004197 0.009539 2
4 1 4 5 1 1 CST 22.65 1.43 1 3 3 0.051086 0.206575 27 0.257661 75 0.005756 0.005930 2
4 1 5 3 1 3 CC 14.70 1.35 1 3 3 0.064932 0.337284 68 0.402217 101 0.014653 0.025497 2
4 1 6 1 1 3 CC 16.24 1.40 1 2 2 0.174784 0.347311 147 0.172527 79 0.008457 0.002858 2
4 1 7 4 1 4 IFO 9.85 1.46 1 3 3 0.117386 0.210381 46 0.327768 51 0.006749 0.012860 2
4 1 8 2 1 2 CG 9.08 1.32 1 2 2 0.079956 0.257620 114 0.177664 52 0.011139 0.002687 2
4 1 9 5 1 5 ILF 10.60 1.36 1 2 2 0.128247 0.394370 19 0.266123 31 0.016714 0.002636 2
4 1 10 3 1 1 CST 17.06 1.32 0 3 2 0.062302 0.258226 55 0.195924 15 0.009736 0.006668 2
4 1 11 1 3 3 CC 10.77 1.23 1 1 1 0.003395 0.355492 97 0.358887 151 0.011472 0.022578 2
4 1 12 4 3 1 CST 15.54 0.82 1 3 3 0.021545 0.168402 5 0.189947 17 0.002612 0.002291 2
4 1 13 2 3 2 CG 5.66 1.29 1 2 2 0.019827 0.211470 20 0.191642 11 0.005612 0.002530 2
4 1 14 5 3 4 IFO 10.44 2.36 0 1 3 0.069352 0.221805 14 0.291157 7 0.003813 0.005861 2
4 1 15 3 3 5 ILF 4.83 1.08 1 2 2 0.196849 0.489367 21 0.292518 25 0.010861 0.003025 2
4 1 16 1 3 4 IFO 22.49 1.60 0 1 3 0.025840 0.247772 25 0.273612 17 0.007033 0.007307 2
4 1 17 4 3 5 ILF 6.67 0.80 1 2 2 0.178417 0.469212 8 0.290795 14 0.009993 0.000728 2
4 1 18 2 3 1 CST 12.15 1.19 1 2 2 0.192640 0.358264 18 0.165624 10 0.002191 0.003824 2
4 1 19 5 3 2 CG 6.90 0.92 1 2 2 0.115463 0.264165 4 0.148703 2 0.007459 0.000387 2
