Pid Tid Torder Res Dcls Did Bname Time htime Correct Ans Key ec1 ec2 ec3 ec4 ec5
2 5 135 2 3 5 ILF 3.55 1.45 1 1 1 25 12 0 0 0
2 5 136 4 3 4 IFO 3.26 0.96 1 2 2 13 6 0 0 0
2 5 137 3 3 5 ILF 2.47 1.17 1 2 2 25 12 0 0 0
2 5 138 5 3 1 CST 4.31 1.30 1 2 2 7 4 0 0 0
2 5 139 1 3 2 CG 2.77 0.90 1 1 1 13 6 0 0 0
2 5 140 2 3 3 CC 3.03 1.07 1 1 1 28 14 0 0 0
2 5 141 4 2 3 CC 3.57 0.87 1 1 1 37 19 0 0 0
2 5 142 3 2 1 CST 3.41 1.22 1 1 1 33 17 0 0 0
2 5 143 5 2 5 ILF 2.21 1.10 1 2 2 13 6 0 0 0
2 5 144 1 2 2 CG 2.24 2.18 1 1 1 41 20 0 0 0
2 5 145 2 2 4 IFO 4.71 1.60 1 1 1 23 10 0 0 0
2 5 146 4 2 1 CST 4.35 1.02 1 2 2 21 11 0 0 0
